insertId,jsonPayload.container.created,jsonPayload.container.id,jsonPayload.container.imageId,jsonPayload.container.imageName,jsonPayload.container.name,jsonPayload.instance.id,jsonPayload.instance.name,jsonPayload.instance.zone,jsonPayload.message,logName,receiveLocation,receiveTimestamp,resource.labels.instance_id,resource.labels.project_id,resource.labels.zone,resource.type,timestamp
282fg1f70cxel,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,549 [shard 0:main] main - application.cc:461 - Shutdown complete.",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.549794165Z
282fg1f70cxek,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,443 [shard 0:main] kvstore - kvstore.cc:125 - Stopping kvstore: dir /var/lib/redpanda/data/redpanda/kvstore/0_0",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.443201824Z
282fg1f70cxej,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,433 [shard 0:main] raft - coordinated_recovery_throttle.cc:134 - Stopping recovery throttle",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.433691495Z
282fg1f70cxei,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,421 [shard 0:main] cluster - drain_manager.cc:35 - Drain manager stopped",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.422061586Z
282fg1f70cxeh,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,421 [shard 0:main] cluster - drain_manager.cc:31 - Drain manager stopping",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.421625066Z
282fg1f70cxeg,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,418 [shard 0:main] cluster - members_manager.cc:938 - stopping cluster::members_manager...",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.418959336Z
282fg1f70cxef,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,412 [shard 0:main] cluster - controller_backend.cc:371 - Stopping Controller Backend...",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.412517897Z
282fg1f70cxee,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,406 [shard 0:main] cluster - config_manager.cc:249 - Stopping Config Manager...",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.408765437Z
282fg1f70cxed,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,397 [shard 0:main] cluster - members_backend.cc:178 - error encountered while handling cluster state reconciliation - seastar::broken_condition_variable (Condition variable is broken)",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.405215778Z
282fg1f70cxec,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,395 [shard 0:main] cluster - members_backend.cc:62 - Stopping Members Backend...",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.395236388Z
282fg1f70cxeb,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,394 [shard 0:main] cluster - health_manager.cc:61 - Stopping Health Manager...",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.394293279Z
282fg1f70cxea,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,393 [shard 0:main] cluster - health_monitor_backend.cc:107 - Stopping Health Monitor Backend...",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.393565278Z
282fg1f70cxe9,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,391 [shard 0:main] cluster - health_monitor_frontend.cc:43 - Stopping Health Monitor Frontend...",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.393466278Z
282fg1f70cxe8,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,390 [shard 0:main] cluster - feature_manager.cc:189 - Stopping Feature Manager...",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.390399929Z
282fg1f70cxe7,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,389 [shard 0:main] cluster - metrics_reporter.cc:185 - Stopping Metrics Reporter...",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.390350059Z
282fg1f70cxe6,2024-11-08T22:42:44.559541175Z,a672cd959cf8713a56968ab8791edbed8269ca52d68fdc851712b16ca48f0e84,sha256:2f5acdc0a87871e8449c9cf33a56e17ac10441b42d0fc1d0af7dcb402120bfbc,redpandadata/redpanda:latest,/components-kafka-1,6315098647025672268,fault-1,europe-west10-b,"INFO  2024-11-09 00:01:17,387 [shard 0:main] cluster - partition_balancer_backend.cc:289 - stopping...",projects/baws24-1/logs/gcplogs-docker-driver,,2024-11-09T00:01:17.802553121Z,6315098647025672268,baws24-1,europe-west10-b,gce_instance,2024-11-09T00:01:17.388327069Z
